dtregistro;municipio;confirmados;suspeitos;obitos
17-08-2021;Barracão;6;12;0
18-08-2021;Barracão;12;20;0
19-08-2021;Barracão;8;15;0
20-08-2021;Barracão;12;22;0
21-08-2021;Barracão;11;20;0
22-08-2021;Barracão;19;36;1
23-08-2021;Barracão;20;32;0
24-08-2021;Barracão;9;15;0
25-08-2021;Barracão;8;15;0
26-08-2021;Barracão;10;18;0
27-08-2021;Barracão;6;10;0
28-08-2021;Barracão;10;17;0
29-08-2021;Barracão;10;18;0
30-08-2021;Barracão;6;10;0
31-08-2021;Barracão;11;21;0
01-09-2021;Barracão;13;23;0
02-09-2021;Barracão;6;10;0
03-09-2021;Barracão;7;12;0
04-09-2021;Barracão;14;23;0
05-09-2021;Barracão;14;24;0
06-09-2021;Barracão;12;22;0
07-09-2021;Barracão;20;38;0
08-09-2021;Barracão;8;15;0
09-09-2021;Barracão;14;28;0
10-09-2021;Barracão;18;33;0
11-09-2021;Barracão;19;34;0
12-09-2021;Barracão;10;16;0
13-09-2021;Barracão;5;8;0
14-09-2021;Barracão;16;28;0
15-09-2021;Barracão;13;26;0
16-09-2021;Barracão;15;28;0
17-09-2021;Barracão;13;26;0
18-09-2021;Barracão;17;32;0
19-09-2021;Barracão;20;35;0
20-09-2021;Barracão;15;29;0
21-09-2021;Barracão;15;28;0
22-09-2021;Barracão;10;18;0
23-09-2021;Barracão;12;20;0
24-09-2021;Barracão;15;26;0
25-09-2021;Barracão;8;15;0
26-09-2021;Barracão;17;34;0
27-09-2021;Barracão;19;33;1
28-09-2021;Barracão;16;26;0
29-09-2021;Barracão;8;14;0
30-09-2021;Barracão;7;11;0
01-10-2021;Barracão;16;29;0
02-10-2021;Barracão;7;12;0
03-10-2021;Barracão;17;28;0
04-10-2021;Barracão;13;25;0
05-10-2021;Barracão;15;25;0
06-10-2021;Barracão;14;26;0
07-10-2021;Barracão;10;17;0
08-10-2021;Barracão;10;17;0
09-10-2021;Barracão;8;16;0
10-10-2021;Barracão;13;25;0
11-10-2021;Barracão;7;13;0
12-10-2021;Barracão;14;22;0
13-10-2021;Barracão;8;14;0
14-10-2021;Barracão;6;10;0
15-10-2021;Barracão;17;31;0
16-10-2021;Barracão;6;10;0
17-10-2021;Barracão;18;29;0
18-10-2021;Barracão;14;24;0
19-10-2021;Barracão;8;14;0
20-10-2021;Barracão;18;35;0
21-10-2021;Barracão;17;30;0
22-10-2021;Barracão;19;37;0
23-10-2021;Barracão;5;9;0
24-10-2021;Barracão;9;17;0
25-10-2021;Barracão;15;24;0
26-10-2021;Barracão;20;35;0
27-10-2021;Barracão;16;31;0
28-10-2021;Barracão;18;32;0
29-10-2021;Barracão;17;28;0
30-10-2021;Barracão;7;13;0
31-10-2021;Barracão;19;33;0
01-11-2021;Barracão;10;19;0
02-11-2021;Barracão;18;29;0
03-11-2021;Barracão;14;27;0
04-11-2021;Barracão;19;34;0
05-11-2021;Barracão;15;28;0
06-11-2021;Barracão;19;34;0
07-11-2021;Barracão;13;22;0
08-11-2021;Barracão;14;23;0
09-11-2021;Barracão;10;18;0
10-11-2021;Barracão;14;27;0
11-11-2021;Barracão;17;32;0
12-11-2021;Barracão;5;9;0
13-11-2021;Barracão;14;23;0
14-11-2021;Barracão;15;25;0
15-11-2021;Barracão;11;18;0
16-11-2021;Barracão;15;26;0
17-11-2021;Barracão;12;20;0
18-11-2021;Barracão;8;14;0
19-11-2021;Barracão;18;29;0
20-11-2021;Barracão;19;34;0
21-11-2021;Barracão;10;17;0
22-11-2021;Barracão;11;18;0
23-11-2021;Barracão;16;31;0
24-11-2021;Barracão;7;14;0
25-11-2021;Barracão;7;14;0
26-11-2021;Barracão;12;23;0
27-11-2021;Barracão;12;21;0
28-11-2021;Barracão;15;28;0
29-11-2021;Barracão;15;25;0
30-11-2021;Barracão;6;12;0
01-12-2021;Barracão;13;23;0
02-12-2021;Barracão;17;28;0
03-12-2021;Barracão;5;8;0
04-12-2021;Barracão;19;31;0
05-12-2021;Barracão;9;15;0
06-12-2021;Barracão;18;34;0
07-12-2021;Barracão;9;17;0
08-12-2021;Barracão;14;26;0
09-12-2021;Barracão;20;33;0
10-12-2021;Barracão;7;13;0
11-12-2021;Barracão;11;21;0
12-12-2021;Barracão;18;32;0
13-12-2021;Barracão;13;21;0
14-12-2021;Barracão;6;11;0
15-12-2021;Barracão;14;23;0
16-12-2021;Barracão;18;29;0
17-12-2021;Barracão;16;26;0
18-12-2021;Barracão;12;21;0
19-12-2021;Barracão;5;10;0
20-12-2021;Barracão;18;36;0
21-12-2021;Barracão;16;30;0
22-12-2021;Barracão;12;22;0
23-12-2021;Barracão;14;23;0
24-12-2021;Barracão;15;26;0
25-12-2021;Barracão;9;15;0
26-12-2021;Barracão;8;14;0
27-12-2021;Barracão;17;28;0
28-12-2021;Barracão;5;10;0
29-12-2021;Barracão;17;28;0
30-12-2021;Barracão;16;28;0
31-12-2021;Barracão;5;9;0
01-01-2022;Barracão;10;18;0
02-01-2022;Barracão;19;35;0
03-01-2022;Barracão;19;35;0
04-01-2022;Barracão;16;30;0
05-01-2022;Barracão;16;26;0
06-01-2022;Barracão;20;35;1
07-01-2022;Barracão;6;10;0
08-01-2022;Barracão;11;19;0
09-01-2022;Barracão;20;37;0
10-01-2022;Barracão;11;20;0
11-01-2022;Barracão;9;17;0
12-01-2022;Barracão;8;14;0
13-01-2022;Barracão;15;27;0
14-01-2022;Barracão;14;26;0
15-01-2022;Barracão;15;30;0
16-01-2022;Barracão;14;26;0
17-01-2022;Barracão;7;14;0
18-01-2022;Barracão;9;15;0
19-01-2022;Barracão;20;33;0
20-01-2022;Barracão;19;38;0
21-01-2022;Barracão;8;15;0
22-01-2022;Barracão;7;12;0
23-01-2022;Barracão;7;12;0
24-01-2022;Barracão;6;10;0
25-01-2022;Barracão;11;19;0
26-01-2022;Barracão;19;32;0
27-01-2022;Barracão;19;35;0
28-01-2022;Barracão;15;26;0
29-01-2022;Barracão;19;36;0
30-01-2022;Barracão;8;15;0
31-01-2022;Barracão;13;23;0
01-02-2022;Barracão;6;10;0
02-02-2022;Barracão;8;14;0
03-02-2022;Barracão;13;26;0
04-02-2022;Barracão;20;36;0
05-02-2022;Barracão;5;9;0
06-02-2022;Barracão;9;18;0
07-02-2022;Barracão;13;26;0
08-02-2022;Barracão;18;30;0
09-02-2022;Barracão;19;38;0
10-02-2022;Barracão;13;24;0
11-02-2022;Barracão;12;19;0
12-02-2022;Barracão;7;13;0
13-02-2022;Barracão;11;19;0
14-02-2022;Barracão;20;33;0
15-02-2022;Barracão;13;22;0
16-02-2022;Barracão;15;29;0
17-02-2022;Barracão;15;27;0
18-02-2022;Barracão;18;34;0
19-02-2022;Barracão;11;20;0
20-02-2022;Barracão;18;29;0
21-02-2022;Barracão;8;14;0
22-02-2022;Barracão;7;13;0
23-02-2022;Barracão;8;16;0
24-02-2022;Barracão;5;10;0
25-02-2022;Barracão;9;15;0
26-02-2022;Barracão;15;29;0
27-02-2022;Barracão;18;34;0
28-02-2022;Barracão;6;10;0
01-03-2022;Barracão;8;15;0
02-03-2022;Barracão;6;10;0
03-03-2022;Barracão;20;34;0
04-03-2022;Barracão;8;15;0
05-03-2022;Barracão;11;21;0
06-03-2022;Barracão;12;24;0
07-03-2022;Barracão;9;17;0
08-03-2022;Barracão;9;17;0
09-03-2022;Barracão;10;16;0
10-03-2022;Barracão;11;18;0
11-03-2022;Barracão;13;21;0
12-03-2022;Barracão;13;26;0
13-03-2022;Barracão;15;29;0
14-03-2022;Barracão;5;9;0
15-03-2022;Barracão;18;29;0
16-03-2022;Barracão;16;28;0
17-03-2022;Barracão;10;19;0
18-03-2022;Barracão;6;11;0
19-03-2022;Barracão;17;31;0
20-03-2022;Barracão;9;16;0
21-03-2022;Barracão;10;20;0
22-03-2022;Barracão;9;15;0
23-03-2022;Barracão;14;24;0
24-03-2022;Barracão;13;24;0
25-03-2022;Barracão;9;15;0
26-03-2022;Barracão;16;26;0
27-03-2022;Barracão;15;28;0
28-03-2022;Barracão;13;24;0
29-03-2022;Barracão;19;31;1
30-03-2022;Barracão;19;35;0
31-03-2022;Barracão;7;12;0
01-04-2022;Barracão;19;34;0
02-04-2022;Barracão;18;36;0
03-04-2022;Barracão;6;10;0
04-04-2022;Barracão;15;25;0
05-04-2022;Barracão;7;12;0
06-04-2022;Barracão;12;20;0
07-04-2022;Barracão;15;24;0
08-04-2022;Barracão;8;13;0
09-04-2022;Barracão;15;26;0
10-04-2022;Barracão;5;9;0
11-04-2022;Barracão;15;28;0
12-04-2022;Barracão;14;23;0
13-04-2022;Barracão;10;20;0
14-04-2022;Barracão;12;22;0
15-04-2022;Barracão;10;17;0
16-04-2022;Barracão;6;11;0
17-04-2022;Barracão;19;37;0
18-04-2022;Barracão;16;29;0
19-04-2022;Barracão;13;21;0
20-04-2022;Barracão;14;27;0
21-04-2022;Barracão;18;31;0
22-04-2022;Barracão;8;13;0
23-04-2022;Barracão;13;23;0
24-04-2022;Barracão;9;15;0
25-04-2022;Barracão;16;31;0
26-04-2022;Barracão;19;35;0
27-04-2022;Barracão;17;30;0
28-04-2022;Barracão;8;13;0
29-04-2022;Barracão;20;35;0
20-01-2020;São Jorge d'Oeste;18;33;0
21-01-2020;São Jorge d'Oeste;11;21;0
22-01-2020;São Jorge d'Oeste;14;25;0
23-01-2020;São Jorge d'Oeste;15;25;0
24-01-2020;São Jorge d'Oeste;17;28;0
25-01-2020;São Jorge d'Oeste;7;13;0
26-01-2020;São Jorge d'Oeste;5;9;0
27-01-2020;São Jorge d'Oeste;17;31;0
28-01-2020;São Jorge d'Oeste;15;29;0
29-01-2020;São Jorge d'Oeste;12;20;0
30-01-2020;São Jorge d'Oeste;8;16;0
31-01-2020;São Jorge d'Oeste;12;23;0
01-02-2020;São Jorge d'Oeste;6;10;0
02-02-2020;São Jorge d'Oeste;9;15;0
03-02-2020;São Jorge d'Oeste;14;24;0
04-02-2020;São Jorge d'Oeste;16;30;0
05-02-2020;São Jorge d'Oeste;9;15;0
06-02-2020;São Jorge d'Oeste;18;31;0
07-02-2020;São Jorge d'Oeste;13;22;0
08-02-2020;São Jorge d'Oeste;13;21;0
09-02-2020;São Jorge d'Oeste;14;27;0
10-02-2020;São Jorge d'Oeste;14;23;0
11-02-2020;São Jorge d'Oeste;16;26;0
12-02-2020;São Jorge d'Oeste;7;12;0
13-02-2020;São Jorge d'Oeste;7;14;0
14-02-2020;São Jorge d'Oeste;18;32;0
15-02-2020;São Jorge d'Oeste;11;18;0
16-02-2020;São Jorge d'Oeste;12;20;0
17-02-2020;São Jorge d'Oeste;15;26;0
18-02-2020;São Jorge d'Oeste;16;27;0
19-02-2020;São Jorge d'Oeste;12;20;0
20-02-2020;São Jorge d'Oeste;11;22;0
21-02-2020;São Jorge d'Oeste;7;14;0
22-02-2020;São Jorge d'Oeste;8;14;0
23-02-2020;São Jorge d'Oeste;5;9;0
24-02-2020;São Jorge d'Oeste;10;16;0
25-02-2020;São Jorge d'Oeste;7;11;0
26-02-2020;São Jorge d'Oeste;6;10;0
27-02-2020;São Jorge d'Oeste;15;29;0
28-02-2020;São Jorge d'Oeste;12;20;0
29-02-2020;São Jorge d'Oeste;16;30;0
01-03-2020;São Jorge d'Oeste;15;30;0
02-03-2020;São Jorge d'Oeste;15;25;0
03-03-2020;São Jorge d'Oeste;18;35;0
04-03-2020;São Jorge d'Oeste;18;30;0
05-03-2020;São Jorge d'Oeste;8;13;0
06-03-2020;São Jorge d'Oeste;12;22;0
07-03-2020;São Jorge d'Oeste;15;27;0
08-03-2020;São Jorge d'Oeste;7;12;0
09-03-2020;São Jorge d'Oeste;16;26;0
10-03-2020;São Jorge d'Oeste;7;13;0
11-03-2020;São Jorge d'Oeste;15;25;0
12-03-2020;São Jorge d'Oeste;9;18;0
13-03-2020;São Jorge d'Oeste;12;21;0
14-03-2020;São Jorge d'Oeste;18;29;0
15-03-2020;São Jorge d'Oeste;10;19;0
16-03-2020;São Jorge d'Oeste;12;21;0
17-03-2020;São Jorge d'Oeste;11;20;0
18-03-2020;São Jorge d'Oeste;9;16;0
19-03-2020;São Jorge d'Oeste;16;31;0
20-03-2020;São Jorge d'Oeste;7;12;0
21-03-2020;São Jorge d'Oeste;5;8;0
22-03-2020;São Jorge d'Oeste;16;31;0
23-03-2020;São Jorge d'Oeste;12;22;0
24-03-2020;São Jorge d'Oeste;12;23;0
25-03-2020;São Jorge d'Oeste;5;9;0
26-03-2020;São Jorge d'Oeste;8;14;0
27-03-2020;São Jorge d'Oeste;7;12;0
28-03-2020;São Jorge d'Oeste;16;28;0
29-03-2020;São Jorge d'Oeste;18;33;0
30-03-2020;São Jorge d'Oeste;8;14;0
31-03-2020;São Jorge d'Oeste;12;19;0
01-04-2020;São Jorge d'Oeste;14;23;0
02-04-2020;São Jorge d'Oeste;5;8;0
03-04-2020;São Jorge d'Oeste;5;10;0
04-04-2020;São Jorge d'Oeste;14;26;0
05-04-2020;São Jorge d'Oeste;12;24;0
06-04-2020;São Jorge d'Oeste;5;9;0
07-04-2020;São Jorge d'Oeste;12;23;0
08-04-2020;São Jorge d'Oeste;17;29;0
09-04-2020;São Jorge d'Oeste;17;30;0
10-04-2020;São Jorge d'Oeste;8;14;0
11-04-2020;São Jorge d'Oeste;10;17;0
12-04-2020;São Jorge d'Oeste;9;14;0
13-04-2020;São Jorge d'Oeste;13;21;0
14-04-2020;São Jorge d'Oeste;12;21;0
15-04-2020;São Jorge d'Oeste;13;22;0
16-04-2020;São Jorge d'Oeste;10;17;0
17-04-2020;São Jorge d'Oeste;8;14;0
18-04-2020;São Jorge d'Oeste;6;10;0
19-04-2020;São Jorge d'Oeste;9;16;0
20-04-2020;São Jorge d'Oeste;15;25;0
21-04-2020;São Jorge d'Oeste;17;28;0
22-04-2020;São Jorge d'Oeste;16;29;0
23-04-2020;São Jorge d'Oeste;14;23;0
24-04-2020;São Jorge d'Oeste;6;10;0
25-04-2020;São Jorge d'Oeste;12;20;0
26-04-2020;São Jorge d'Oeste;8;15;0
27-04-2020;São Jorge d'Oeste;8;14;0
28-04-2020;São Jorge d'Oeste;14;24;0
29-04-2020;São Jorge d'Oeste;6;11;0
30-04-2020;São Jorge d'Oeste;9;16;0
01-05-2020;São Jorge d'Oeste;5;10;0
02-05-2020;São Jorge d'Oeste;11;18;0
03-05-2020;São Jorge d'Oeste;15;28;0
04-05-2020;São Jorge d'Oeste;16;28;0
05-05-2020;São Jorge d'Oeste;5;9;0
06-05-2020;São Jorge d'Oeste;9;14;0
07-05-2020;São Jorge d'Oeste;14;25;0
08-05-2020;São Jorge d'Oeste;7;11;0
09-05-2020;São Jorge d'Oeste;18;32;0
10-05-2020;São Jorge d'Oeste;17;33;0
11-05-2020;São Jorge d'Oeste;16;26;0
12-05-2020;São Jorge d'Oeste;15;28;0
13-05-2020;São Jorge d'Oeste;17;29;0
14-05-2020;São Jorge d'Oeste;6;11;0
15-05-2020;São Jorge d'Oeste;6;11;0
16-05-2020;São Jorge d'Oeste;9;17;0
17-05-2020;São Jorge d'Oeste;14;27;0
18-05-2020;São Jorge d'Oeste;7;12;0
19-05-2020;São Jorge d'Oeste;14;24;0
20-05-2020;São Jorge d'Oeste;7;13;0
21-05-2020;São Jorge d'Oeste;9;16;0
22-05-2020;São Jorge d'Oeste;6;10;0
23-05-2020;São Jorge d'Oeste;8;14;0
24-05-2020;São Jorge d'Oeste;18;36;0
25-05-2020;São Jorge d'Oeste;7;13;0
26-05-2020;São Jorge d'Oeste;9;17;0
27-05-2020;São Jorge d'Oeste;9;15;0
28-05-2020;São Jorge d'Oeste;17;30;0
29-05-2020;São Jorge d'Oeste;13;24;0
30-05-2020;São Jorge d'Oeste;9;17;0
31-05-2020;São Jorge d'Oeste;8;14;0
01-06-2020;São Jorge d'Oeste;13;22;0
02-06-2020;São Jorge d'Oeste;18;33;0
03-06-2020;São Jorge d'Oeste;14;27;0
04-06-2020;São Jorge d'Oeste;5;9;0
05-06-2020;São Jorge d'Oeste;7;12;0
06-06-2020;São Jorge d'Oeste;7;14;0
07-06-2020;São Jorge d'Oeste;16;30;0
08-06-2020;São Jorge d'Oeste;9;16;0
09-06-2020;São Jorge d'Oeste;18;33;0
10-06-2020;São Jorge d'Oeste;13;25;0
11-06-2020;São Jorge d'Oeste;11;19;0
12-06-2020;São Jorge d'Oeste;10;19;0
13-06-2020;São Jorge d'Oeste;17;29;0
14-06-2020;São Jorge d'Oeste;16;31;0
15-06-2020;São Jorge d'Oeste;7;11;0
16-06-2020;São Jorge d'Oeste;14;27;0
17-06-2020;São Jorge d'Oeste;7;13;0
18-06-2020;São Jorge d'Oeste;9;15;0
19-06-2020;São Jorge d'Oeste;18;34;0
20-06-2020;São Jorge d'Oeste;11;19;0
21-06-2020;São Jorge d'Oeste;14;27;0
22-06-2020;São Jorge d'Oeste;9;15;0
23-06-2020;São Jorge d'Oeste;10;16;0
24-06-2020;São Jorge d'Oeste;14;24;0
25-06-2020;São Jorge d'Oeste;9;15;0
26-06-2020;São Jorge d'Oeste;9;16;0
27-06-2020;São Jorge d'Oeste;9;16;0
28-06-2020;São Jorge d'Oeste;16;27;0
29-06-2020;São Jorge d'Oeste;14;25;0
30-06-2020;São Jorge d'Oeste;15;26;0
01-07-2020;São Jorge d'Oeste;13;21;0
02-07-2020;São Jorge d'Oeste;10;20;0
03-07-2020;São Jorge d'Oeste;13;24;0
04-07-2020;São Jorge d'Oeste;8;14;0
05-07-2020;São Jorge d'Oeste;9;16;0
06-07-2020;São Jorge d'Oeste;9;18;0
07-07-2020;São Jorge d'Oeste;6;10;0
08-07-2020;São Jorge d'Oeste;7;13;0
09-07-2020;São Jorge d'Oeste;5;9;0
10-07-2020;São Jorge d'Oeste;8;14;0
11-07-2020;São Jorge d'Oeste;15;26;0
12-07-2020;São Jorge d'Oeste;5;8;0
13-07-2020;São Jorge d'Oeste;16;31;0
14-07-2020;São Jorge d'Oeste;9;16;0
15-07-2020;São Jorge d'Oeste;14;23;0
16-07-2020;São Jorge d'Oeste;12;23;0
17-07-2020;São Jorge d'Oeste;10;19;0
18-07-2020;São Jorge d'Oeste;15;29;0
19-07-2020;São Jorge d'Oeste;8;15;0
20-07-2020;São Jorge d'Oeste;8;15;0
21-07-2020;São Jorge d'Oeste;7;13;0
22-07-2020;São Jorge d'Oeste;11;19;0
23-07-2020;São Jorge d'Oeste;9;18;0
24-07-2020;São Jorge d'Oeste;11;19;0
25-07-2020;São Jorge d'Oeste;14;24;0
26-07-2020;São Jorge d'Oeste;6;10;0
27-07-2020;São Jorge d'Oeste;10;18;0
28-07-2020;São Jorge d'Oeste;5;9;0
29-07-2020;São Jorge d'Oeste;12;23;0
30-07-2020;São Jorge d'Oeste;7;12;0
31-07-2020;São Jorge d'Oeste;17;29;0
01-08-2020;São Jorge d'Oeste;17;29;0
02-08-2020;São Jorge d'Oeste;12;20;0
03-08-2020;São Jorge d'Oeste;11;18;0
04-08-2020;São Jorge d'Oeste;6;11;0
05-08-2020;São Jorge d'Oeste;6;12;0
06-08-2020;São Jorge d'Oeste;16;30;0
07-08-2020;São Jorge d'Oeste;13;25;0
08-08-2020;São Jorge d'Oeste;17;28;0
09-08-2020;São Jorge d'Oeste;13;21;0
10-08-2020;São Jorge d'Oeste;11;20;0
11-08-2020;São Jorge d'Oeste;15;24;0
12-08-2020;São Jorge d'Oeste;7;12;0
13-08-2020;São Jorge d'Oeste;12;21;0
14-08-2020;São Jorge d'Oeste;10;18;0
15-08-2020;São Jorge d'Oeste;15;29;0
16-08-2020;São Jorge d'Oeste;6;10;0
17-08-2020;São Jorge d'Oeste;8;14;0
18-08-2020;São Jorge d'Oeste;8;13;0
19-08-2020;São Jorge d'Oeste;13;21;0
20-08-2020;São Jorge d'Oeste;18;32;0
21-08-2020;São Jorge d'Oeste;15;28;0
22-08-2020;São Jorge d'Oeste;7;12;0
23-08-2020;São Jorge d'Oeste;7;14;0
24-08-2020;São Jorge d'Oeste;9;17;0
25-08-2020;São Jorge d'Oeste;12;21;0
26-08-2020;São Jorge d'Oeste;6;12;0
27-08-2020;São Jorge d'Oeste;6;10;0
28-08-2020;São Jorge d'Oeste;10;16;0
29-08-2020;São Jorge d'Oeste;15;27;0
30-08-2020;São Jorge d'Oeste;11;18;0
31-08-2020;São Jorge d'Oeste;7;11;0
01-09-2020;São Jorge d'Oeste;17;29;0
02-09-2020;São Jorge d'Oeste;10;20;0
03-09-2020;São Jorge d'Oeste;7;12;0
04-09-2020;São Jorge d'Oeste;15;28;0
05-09-2020;São Jorge d'Oeste;14;23;0
06-09-2020;São Jorge d'Oeste;10;16;0
07-09-2020;São Jorge d'Oeste;17;34;0
08-09-2020;São Jorge d'Oeste;10;19;0
09-09-2020;São Jorge d'Oeste;15;28;0
10-09-2020;São Jorge d'Oeste;14;26;0
11-09-2020;São Jorge d'Oeste;16;31;0
12-09-2020;São Jorge d'Oeste;11;20;0
13-09-2020;São Jorge d'Oeste;7;13;0
14-09-2020;São Jorge d'Oeste;9;17;0
15-09-2020;São Jorge d'Oeste;5;10;0
16-09-2020;São Jorge d'Oeste;9;15;0
17-09-2020;São Jorge d'Oeste;11;20;0
18-09-2020;São Jorge d'Oeste;10;19;0
19-09-2020;São Jorge d'Oeste;15;29;0
20-09-2020;São Jorge d'Oeste;13;23;0
21-09-2020;São Jorge d'Oeste;16;30;0
22-09-2020;São Jorge d'Oeste;16;29;0
23-09-2020;São Jorge d'Oeste;17;31;0
24-09-2020;São Jorge d'Oeste;12;20;0
25-09-2020;São Jorge d'Oeste;9;18;0
26-09-2020;São Jorge d'Oeste;14;23;0
27-09-2020;São Jorge d'Oeste;17;29;0
28-09-2020;São Jorge d'Oeste;9;18;0
29-09-2020;São Jorge d'Oeste;15;30;0
30-09-2020;São Jorge d'Oeste;10;18;0
01-10-2020;São Jorge d'Oeste;10;18;0
02-10-2020;São Jorge d'Oeste;16;31;0
03-10-2020;São Jorge d'Oeste;17;32;0
04-10-2020;São Jorge d'Oeste;17;31;0
05-10-2020;São Jorge d'Oeste;14;25;0
06-10-2020;São Jorge d'Oeste;16;30;0
07-10-2020;São Jorge d'Oeste;10;18;0
08-10-2020;São Jorge d'Oeste;14;24;0
09-10-2020;São Jorge d'Oeste;6;10;0
10-10-2020;São Jorge d'Oeste;5;10;0
11-10-2020;São Jorge d'Oeste;6;11;0
12-10-2020;São Jorge d'Oeste;9;17;0
13-10-2020;São Jorge d'Oeste;5;8;0
14-10-2020;São Jorge d'Oeste;7;12;0
15-10-2020;São Jorge d'Oeste;15;29;0
16-10-2020;São Jorge d'Oeste;12;20;0
17-10-2020;São Jorge d'Oeste;9;16;0
18-10-2020;São Jorge d'Oeste;5;9;0
19-10-2020;São Jorge d'Oeste;8;15;0
20-10-2020;São Jorge d'Oeste;7;12;0
21-10-2020;São Jorge d'Oeste;13;26;0
22-10-2020;São Jorge d'Oeste;15;27;0
23-10-2020;São Jorge d'Oeste;15;26;0
24-10-2020;São Jorge d'Oeste;5;9;0
25-10-2020;São Jorge d'Oeste;6;11;0
26-10-2020;São Jorge d'Oeste;15;24;0
27-10-2020;São Jorge d'Oeste;5;9;0
28-10-2020;São Jorge d'Oeste;15;28;0
29-10-2020;São Jorge d'Oeste;5;10;0
30-10-2020;São Jorge d'Oeste;16;28;0
31-10-2020;São Jorge d'Oeste;15;27;0
01-11-2020;São Jorge d'Oeste;11;19;0
02-11-2020;São Jorge d'Oeste;18;34;0
03-11-2020;São Jorge d'Oeste;14;24;0
04-11-2020;São Jorge d'Oeste;10;19;0
05-11-2020;São Jorge d'Oeste;16;26;0
06-11-2020;São Jorge d'Oeste;8;13;0
07-11-2020;São Jorge d'Oeste;16;29;0
08-11-2020;São Jorge d'Oeste;14;27;0
09-11-2020;São Jorge d'Oeste;15;30;0
10-11-2020;São Jorge d'Oeste;12;23;0
11-11-2020;São Jorge d'Oeste;5;10;0
12-11-2020;São Jorge d'Oeste;5;9;0
13-11-2020;São Jorge d'Oeste;16;32;0
14-11-2020;São Jorge d'Oeste;11;19;0
15-11-2020;São Jorge d'Oeste;10;16;0
16-11-2020;São Jorge d'Oeste;8;15;0
17-11-2020;São Jorge d'Oeste;12;21;0
18-11-2020;São Jorge d'Oeste;11;20;0
19-11-2020;São Jorge d'Oeste;18;31;0
20-11-2020;São Jorge d'Oeste;12;20;0
21-11-2020;São Jorge d'Oeste;16;29;0
22-11-2020;São Jorge d'Oeste;5;8;0
23-11-2020;São Jorge d'Oeste;14;24;0
24-11-2020;São Jorge d'Oeste;12;21;0
25-11-2020;São Jorge d'Oeste;15;26;0
26-11-2020;São Jorge d'Oeste;17;30;0
27-11-2020;São Jorge d'Oeste;5;10;0
28-11-2020;São Jorge d'Oeste;16;31;0
29-11-2020;São Jorge d'Oeste;8;16;0
30-11-2020;São Jorge d'Oeste;6;11;0
01-12-2020;São Jorge d'Oeste;12;20;0
02-12-2020;São Jorge d'Oeste;18;35;0
03-12-2020;São Jorge d'Oeste;11;20;0
04-12-2020;São Jorge d'Oeste;8;13;0
05-12-2020;São Jorge d'Oeste;5;9;0
06-12-2020;São Jorge d'Oeste;16;28;0
07-12-2020;São Jorge d'Oeste;7;12;0
08-12-2020;São Jorge d'Oeste;12;20;0
09-12-2020;São Jorge d'Oeste;15;27;0
10-12-2020;São Jorge d'Oeste;7;13;0
11-12-2020;São Jorge d'Oeste;7;13;0
12-12-2020;São Jorge d'Oeste;10;17;0
13-12-2020;São Jorge d'Oeste;17;28;0
14-12-2020;São Jorge d'Oeste;11;21;0
15-12-2020;São Jorge d'Oeste;15;25;0
16-12-2020;São Jorge d'Oeste;16;27;0
17-12-2020;São Jorge d'Oeste;5;9;0
18-12-2020;São Jorge d'Oeste;13;23;0
19-12-2020;São Jorge d'Oeste;11;18;0
20-12-2020;São Jorge d'Oeste;8;15;0
21-12-2020;São Jorge d'Oeste;14;25;0
22-12-2020;São Jorge d'Oeste;15;29;0
23-12-2020;São Jorge d'Oeste;6;11;0
24-12-2020;São Jorge d'Oeste;13;25;0
25-12-2020;São Jorge d'Oeste;8;15;0
26-12-2020;São Jorge d'Oeste;6;11;0
27-12-2020;São Jorge d'Oeste;10;17;0
28-12-2020;São Jorge d'Oeste;16;27;0
29-12-2020;São Jorge d'Oeste;10;20;0
30-12-2020;São Jorge d'Oeste;10;18;0
31-12-2020;São Jorge d'Oeste;13;21;0
01-01-2021;São Jorge d'Oeste;11;22;0
02-01-2021;São Jorge d'Oeste;5;9;0
03-01-2021;São Jorge d'Oeste;11;18;0
04-01-2021;São Jorge d'Oeste;15;24;0
05-01-2021;São Jorge d'Oeste;13;26;0
06-01-2021;São Jorge d'Oeste;17;28;0
07-01-2021;São Jorge d'Oeste;11;19;0
08-01-2021;São Jorge d'Oeste;14;28;0
09-01-2021;São Jorge d'Oeste;11;22;0
10-01-2021;São Jorge d'Oeste;8;14;0
11-01-2021;São Jorge d'Oeste;13;25;0
12-01-2021;São Jorge d'Oeste;17;29;0
13-01-2021;São Jorge d'Oeste;6;11;0
14-01-2021;São Jorge d'Oeste;6;11;0
15-01-2021;São Jorge d'Oeste;6;10;0
16-01-2021;São Jorge d'Oeste;5;10;0
17-01-2021;São Jorge d'Oeste;9;15;0
18-01-2021;São Jorge d'Oeste;6;12;0
19-01-2021;São Jorge d'Oeste;17;29;0
20-01-2021;São Jorge d'Oeste;6;12;0
21-01-2021;São Jorge d'Oeste;6;11;0
22-01-2021;São Jorge d'Oeste;8;15;0
23-01-2021;São Jorge d'Oeste;9;17;0
24-01-2021;São Jorge d'Oeste;16;26;0
25-01-2021;São Jorge d'Oeste;11;20;0
26-01-2021;São Jorge d'Oeste;17;28;0
27-01-2021;São Jorge d'Oeste;16;27;0
